,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_SVC__C,param_SVC__kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
29,157.85059762001038,2.39432077788231,24.09065098762512,0.6260952523842656,8.0,poly,"{'SVC__C': 8.0, 'SVC__kernel': 'poly'}",0.5548837209302325,0.5365286179618427,0.5407166123778502,0.5314099581200559,0.5444392740809679,0.5415956366941899,0.007935425216708846,37
30,151.29862761497498,1.9232655236736917,23.60728096961975,0.4181174282541892,8.0,rbf,"{'SVC__C': 8.0, 'SVC__kernel': 'rbf'}",0.6265116279069768,0.6091205211726385,0.6007445323406235,0.6179618427175431,0.6226151698464402,0.6153907387968445,0.009341350508083988,6
31,102.28890838623047,3.9095312779806215,19.130301475524902,0.44138250067413043,8.0,sigmoid,"{'SVC__C': 8.0, 'SVC__kernel': 'sigmoid'}",0.5683720930232559,0.5723592368543509,0.5686365751512331,0.5700325732899023,0.567240577012564,0.5693282110662612,0.0017569280784044846,28
32,97.28784623146058,1.068665864019513,20.648418712615968,0.46767531924199063,9.0,linear,"{'SVC__C': 9.0, 'SVC__kernel': 'linear'}",0.593953488372093,0.5691019078641228,0.5723592368543509,0.5737552349930201,0.5830618892508144,0.5784463514668803,0.00903496152016644,24
33,153.74088735580443,2.9010073434438066,23.518907737731933,0.425134582415816,9.0,poly,"{'SVC__C': 9.0, 'SVC__kernel': 'poly'}",0.5558139534883721,0.5365286179618427,0.5411819450907399,0.5323406235458352,0.5435086086551885,0.5418747497483958,0.007961552130722898,33
34,150.12101097106932,2.7089635494555617,23.45605602264404,0.4855476904257776,9.0,rbf,"{'SVC__C': 9.0, 'SVC__kernel': 'rbf'}",0.6241860465116279,0.6095858538855281,0.6002791996277338,0.6184271754304328,0.6216845044206608,0.6148325559751967,0.008794160966645308,9
35,101.17691798210144,4.114308603397089,18.85153660774231,0.4197024216692354,9.0,sigmoid,"{'SVC__C': 9.0, 'SVC__kernel': 'sigmoid'}",0.564186046511628,0.5677059097254537,0.5635179153094463,0.5663099115867846,0.5435086086551885,0.5610456783577001,0.008894869474036598,29
36,98.43395113945007,2.038943128386047,21.622863626480104,0.7706610779824488,10.0,linear,"{'SVC__C': 10.0, 'SVC__kernel': 'linear'}",0.5869767441860465,0.5649139134481154,0.5709632387156817,0.5714285714285714,0.5751512331316891,0.5738867401820208,0.007321860710037853,26
37,151.46163110733033,2.803411686323842,21.672195720672608,0.49593983712918266,10.0,poly,"{'SVC__C': 10.0, 'SVC__kernel': 'poly'}",0.5558139534883721,0.5365286179618427,0.5421126105165193,0.5323406235458352,0.5435086086551885,0.5420608828335516,0.007954054732970929,32
38,142.39182143211366,4.273473479401663,16.74299578666687,2.6045863956927975,10.0,rbf,"{'SVC__C': 10.0, 'SVC__kernel': 'rbf'}",0.6237209302325581,0.6086551884597488,0.6007445323406235,0.6174965100046533,0.6212191717077711,0.614367266549071,0.008513971066716544,10
39,83.77419881820678,12.987838883129292,11.566399478912354,2.605023660119607,10.0,sigmoid,"{'SVC__C': 10.0, 'SVC__kernel': 'sigmoid'}",0.5627906976744186,0.5597952536063285,0.5583992554676593,0.560725919032108,0.5486272684969753,0.558067678855498,0.004931307187899856,30
